NO_MUNICIPIO;CO_MUNICIPIO;NO_ENTIDADE;CO_ENTIDADE;TP_LOCALIZACAO;TP_LOCALIZACAO_DIFERENCIADA;IN_ENERGIA_REDE_PUBLICA;IN_ENERGIA_GERADOR_FOSSIL;IN_ENERGIA_RENOVAVEL;IN_ENERGIA_INEXISTENTE;IN_ESGOTO_REDE_PUBLICA;IN_ESGOTO_FOSSA_SEPTICA;IN_ESGOTO_FOSSA_COMUM;IN_ESGOTO_INEXISTENTE;IN_LIXO_QUEIMA;IN_TRATAMENTO_LIXO_SEPARACAO;QT_MAT_BAS;QT_DOC_BAS;COORDENADAS
Florianópolis;4205407;NEIM CANTO DA LAGOA;42000556;1;0;1;0;0;0;1;0;0;0;0;1;59;8;-27.6159705,-48.4843133
Florianópolis;4205407;NEIM SANTO ANTONIO DE PADUA;42000564;1;0;1;0;0;0;1;0;0;0;0;1;91;7;-27.57346578,-48.51165079
Florianópolis;4205407;NUCLEO DE DESENVOLVIMENTO INFANTIL - NDI UFSC;42000580;1;0;1;0;0;0;1;0;0;0;0;1;193;24;
Florianópolis;4205407;COLEGIO SANTA CATARINA;42000645;1;0;1;0;0;0;1;0;0;0;0;1;555;31;-27.5892074,-48.5440965
Florianópolis;4205407;EBM RETIRO DA LAGOA;42000653;1;0;1;0;0;0;1;0;0;0;0;1;103;7;-27.6107508,-48.4422181
Florianópolis;4205407;EBM JOAO FRANCISCO GARCEZ;42000661;1;0;1;0;0;0;1;0;0;0;0;0;86;9;-27.61547115,-48.48417685
Florianópolis;4205407;ASAV - COLEGIO CATARINENSE;42000670;1;0;1;0;1;0;1;0;0;0;0;1;1797;106;-27.58869822,-48.55388043
Florianópolis;4205407;COLEGIO DE APLICACAO UFSC;42000688;1;0;1;0;0;0;1;0;0;0;0;1;939;93;
Florianópolis;4205407;EEB LEONOR DE BARROS;42000696;1;0;1;0;0;0;1;0;0;0;0;0;709;51;-27.57579276,-48.50813129
Florianópolis;4205407;EEB PE ANCHIETA;42000700;1;0;1;0;0;0;1;0;0;0;0;1;1069;72;-27.574665,-48.53789667
Florianópolis;4205407;EEB SIMAO JOSE HESS;42000718;1;0;1;0;0;0;1;0;0;0;0;1;919;60;-27.59133929,-48.51721478
Florianópolis;4205407;EEB FELICIANO NUNES PIRES;42000726;1;0;1;0;0;0;1;0;0;0;0;1;439;35;-27.59081333,-48.51832333
Florianópolis;4205407;EBM HENRIQUE VERAS;42000734;1;0;1;0;0;0;1;0;0;0;0;0;340;23;-27.5998608,-48.4709405
Florianópolis;4205407;EEB HILDA TEODORO VIEIRA;42000742;1;0;1;0;0;0;1;0;0;0;0;0;436;25;-27.5846952,-48.52556594
Florianópolis;4205407;EBM JOAO ALFREDO ROHR;42000750;1;0;1;0;0;0;1;0;0;0;0;1;325;17;-27.600475,-48.50560333
Florianópolis;4205407;EBM ACACIO GARIBALDI SAO THIAGO;42000769;1;0;1;0;0;0;0;1;0;0;0;0;487;22;-27.5755625,-48.4298476
Florianópolis;4205407;EBM BEATRIZ DE SOUZA BRITO;42000777;1;0;1;0;0;0;1;0;0;0;0;1;534;23;-27.6102621,-48.5222063
Florianópolis;4205407;ESCOLA DINAMICA;42000793;1;0;1;0;0;0;0;1;0;0;0;1;878;76;-27.46024607,-48.44832459
Florianópolis;4205407;COLEGIO TRADICAO;42000807;1;0;1;0;1;0;1;0;0;0;0;1;328;23;-27.59305642,-48.5236566
Florianópolis;4205407;CENTRO EDUCACIONAL MENINO JESUS;42000815;1;0;1;0;0;0;1;0;0;0;0;0;1496;97;-27.58823017,-48.55338192
Florianópolis;4205407;EBM COSTA DA LAGOA;42000831;2;0;1;0;0;0;1;0;0;0;0;0;87;17;-27.54289749,-48.46030897
Florianópolis;4205407;NEIM ORLANDINA CORDEIRO;42000840;1;0;1;0;0;0;0;1;0;0;0;1;264;34;-27.5559453,-48.498195
Florianópolis;4205407;NEIM JUDITE FERNANDES DE LIMA;42000866;1;0;1;0;0;0;0;1;0;0;0;1;126;14;-27.56174608,-48.51278411
Florianópolis;4205407;NEIM RAUL FRANCISCO LISBOA;42000874;1;0;1;0;0;0;0;1;0;0;0;1;94;8;-27.50820951,-48.51909767
Florianópolis;4205407;NEIM MARIA SALOME DOS SANTOS;42000882;1;0;1;0;0;0;0;1;0;0;0;1;137;15;-27.49280715,-48.52406968
Florianópolis;4205407;NEIM SAO JOAO BATISTA;42000890;1;0;1;0;0;0;1;0;0;0;0;1;476;23;-27.4908984,-48.418251
Florianópolis;4205407;EBM ANTONIO PASCHOAL APOSTOLO;42000912;1;0;1;0;0;0;0;1;0;0;0;1;562;26;-27.49351462,-48.41994046
Florianópolis;4205407;EBM PAULO FONTES;42000920;1;0;1;0;0;0;0;1;0;0;0;1;127;17;-27.5076701,-48.5176732
Florianópolis;4205407;EBM JOSE DO VALLE PEREIRA;42000939;1;0;1;0;0;0;1;0;0;0;0;0;592;29;-27.56198895,-48.5156934
Florianópolis;4205407;EEB INTENDENTE JOSE FERNANDES;42000947;1;0;1;0;0;0;0;0;1;0;0;0;1985;98;-27.44245555,-48.40294867
Florianópolis;4205407;EBM MANCIO COSTA - ESCOLA DO FUTURO;42000955;2;0;1;0;0;0;0;1;0;0;0;1;542;29;-27.50187391,-48.46649761
Florianópolis;4205407;EBM INTENDENTE ARICOMEDES DA SILVA;42000971;1;0;1;0;0;0;1;0;0;0;0;1;704;26;-27.4257272,-48.4259045
Florianópolis;4205407;EBM COSTA DE DENTRO;42000998;1;0;1;0;0;0;0;1;0;0;0;1;139;13;-27.7849216,-48.530991
Florianópolis;4205407;EBM MARIA TOMAZIA COELHO;42001005;1;0;1;0;0;0;0;1;0;0;0;0;644;29;-27.45521305,-48.38067383
Florianópolis;4205407;EBM LUIZ CANDIDO DA LUZ;42001021;1;0;1;0;0;0;0;1;0;0;0;1;898;34;-27.4488238,-48.4340478
Florianópolis;4205407;EBM ALBERTINA MADALENA DIAS;42001048;1;0;1;0;0;0;0;1;0;0;0;1;616;29;-27.46452151,-48.449118
Florianópolis;4205407;EEB DE MUQUEM;42001080;1;0;1;0;0;0;0;1;0;0;0;1;1223;56;-27.46967029,-48.41640271
Florianópolis;4205407;EBM MARCOLINO JOSE DE LIMA;42001102;1;0;1;0;0;0;0;1;0;0;0;1;122;11;-27.484928,-48.5192728
Florianópolis;4205407;EBM JURERE;42001110;1;0;1;0;0;0;1;0;0;0;0;1;197;17;-27.4422321,-48.4837312
Florianópolis;4205407;EEB PROF LAURA LIMA;42001129;1;0;1;0;0;0;0;1;0;0;0;1;1021;54;-27.55953611,-48.49366047
Florianópolis;4205407;EBM HERONDINA MEDEIROS ZEFERINO;42001137;1;0;1;0;0;0;0;1;0;0;0;1;2085;75;-27.4356133,-48.4099198
Florianópolis;4205407;EBM OSMAR CUNHA;42001145;1;0;1;0;0;0;1;0;0;0;0;1;932;34;-27.43616531,-48.46371043
Florianópolis;4205407;EBM OSVALDO MACHADO - ESCOLA DO FUTURO;42001153;1;0;1;0;0;0;1;0;0;0;0;0;629;27;-27.39842,-48.42825
Florianópolis;4205407;NEIM MONSENHOR FREDERICO HOBOLD;42001170;1;0;1;0;0;0;1;0;0;0;0;0;157;15;-27.63428311,-48.52249987
Florianópolis;4205407;NEIM CELSO RAMOS;42001188;1;0;1;0;0;0;1;0;0;0;0;1;256;31;-27.60368614,-48.54739946
Florianópolis;4205407;NEIM BEM-TE-VI;42001200;1;0;1;0;0;0;1;0;0;0;0;0;93;18;-27.5917539,-48.5511395
Florianópolis;4205407;NEIM ZILDA ARNS NEUMANN;42001234;1;0;1;0;0;0;1;0;0;0;0;1;225;19;-27.66860776,-48.52865291
Florianópolis;4205407;NEIM PANTANO DO SUL;42001242;1;0;1;0;0;0;0;1;0;0;0;1;44;6;-27.78160797,-48.50566219
Florianópolis;4205407;NEIM PROFESSORA ALESSANDRA ABDALLA;42001250;1;0;1;0;0;0;1;0;0;0;0;0;126;11;-27.68521652,-48.56707594
Florianópolis;4205407;SESC SERVICO SOCIAL DO COMERCIO;42001269;1;0;1;0;0;0;1;0;0;0;0;1;249;23;-27.60231,-48.54683
Florianópolis;4205407;EEB TENENTE ALMACHIO;42001285;1;0;1;0;0;0;0;1;0;0;0;0;1073;61;-27.6819377,-48.5678437
Florianópolis;4205407;EEF BALDICERO FILOMENO;42001293;1;0;1;0;0;0;0;0;1;0;0;0;165;8;-27.6934271,-48.5479926
Florianópolis;4205407;EEF SEVERO HONORATO DA COSTA;42001307;1;0;1;0;0;0;0;1;0;0;0;1;178;17;-27.78083,-48.507585
Florianópolis;4205407;EEF GEN JOSE VIEIRA DA ROSA;42001315;1;0;1;0;0;0;0;1;0;0;0;1;176;12;-27.70569927,-48.50765184
Florianópolis;4205407;EEB JANUARIA TEIXEIRA DA ROCHA;42001323;1;0;1;0;0;0;0;1;0;0;0;1;119;7;-27.67595869,-48.48398187
Florianópolis;4205407;EEB PORTO DO RIO TAVARES;42001340;1;0;1;0;0;0;1;0;0;0;0;0;507;24;-27.66419691,-48.50249186
Florianópolis;4205407;EEB ILDEFONSO LINHARES;42001358;1;0;1;0;0;0;1;1;0;0;0;1;756;50;-27.6657101,-48.53765398
Florianópolis;4205407;EBM LUPERCIO BELARMINO DA SILVA;42001366;2;0;1;0;0;0;0;1;0;0;0;0;116;9;-27.7856382,-48.56573788
Florianópolis;4205407;EBM JOSE AMARO CORDEIRO;42001374;1;0;1;0;0;0;0;1;0;0;0;0;581;33;-27.71654654,-48.50745999
Florianópolis;4205407;EEB DOM JAIME DE BARROS CAMARA;42001404;1;0;1;0;0;0;1;1;0;0;0;1;407;33;-27.72158225,-48.56360555
Florianópolis;4205407;EEB GETULIO VARGAS;42001412;1;0;1;0;0;0;1;0;0;0;0;0;1048;66;-27.60760935,-48.53500443
Florianópolis;4205407;EBM BATISTA PEREIRA;42001420;1;0;1;0;0;0;0;1;0;0;0;1;852;31;-27.7022504,-48.5363393
Florianópolis;4205407;EBM JOAO GONCALVES PINHEIRO;42001447;1;0;1;0;0;0;0;1;0;0;0;1;536;21;-27.6508611,-48.4774284
Florianópolis;4205407;EEB JUREMA CAVALLAZZI;42001455;1;0;1;0;0;0;1;0;0;0;0;0;290;29;-27.6124956,-48.5455605
Florianópolis;4205407;EBM DILMA LUCIA DOS SANTOS;42001463;1;0;1;0;0;0;0;1;0;0;0;1;428;21;-27.7533817,-48.5103204
Florianópolis;4205407;EBM BRIGADEIRO EDUARDO GOMES;42001471;1;0;1;0;0;0;0;1;0;0;0;1;806;32;-27.6865985,-48.4850725
Florianópolis;4205407;COLEGIO ESTIMOARTE;42001480;1;0;1;0;0;0;1;0;0;0;0;1;351;24;-27.6344694,-48.52338303
Florianópolis;4205407;EEF JULIO DA COSTA NEVES;42001501;1;0;1;0;0;0;1;0;0;0;0;1;482;37;
Maravilha;4210506;ICEU - INSTITUTO CATARINENSE DE EDUCACAO LTDA;42001510;1;0;1;0;0;0;0;1;0;0;0;1;38;3;-26.76791105,-53.18297449
Florianópolis;4205407;NEIM MACHADO DE ASSIS;42001560;1;0;1;0;0;0;1;0;0;0;0;1;245;25;-27.59776211,-48.59003937
Florianópolis;4205407;NEIM PAULO MICHELS;42001587;1;0;1;0;0;0;1;0;0;0;0;0;109;12;-27.5864,-48.59929
Florianópolis;4205407;ASSOCIACAO EVANGELICA BENEFICENTE DE ASSISTENCIA SOCIAL AEBAS;42001595;1;0;1;0;0;0;1;0;0;0;0;1;;;-27.58964606,-48.5899763
Florianópolis;4205407;NEIM PROFESSORA MARIA BARREIROS;42001609;1;0;1;0;0;0;1;0;0;0;0;0;155;18;-27.5888935,-48.5911468
Florianópolis;4205407;ASSOCIACAO PEDAGOGICA MICAEL;42001625;1;0;1;0;0;0;1;0;0;0;0;1;383;45;-27.57572833,-48.50741333
Florianópolis;4205407;NEIM COQUEIROS;42001692;1;0;1;0;0;0;1;0;0;0;0;1;149;17;-27.6074705,-48.5767752
Florianópolis;4205407;NEIM PREFEITO NAGIB JABOR;42001706;1;0;1;0;0;0;1;0;0;0;0;0;192;17;-27.59827131,-48.57880821
Florianópolis;4205407;EEB PROF ANIBAL NUNES PIRES;42001757;1;0;1;0;0;0;0;1;0;0;0;0;506;46;-27.5976073,-48.5974765
Florianópolis;4205407;EEB PRES ROOSEVELT;42001765;1;0;1;0;0;0;1;0;0;0;0;1;530;45;-27.60998987,-48.57960156
Florianópolis;4205407;COLEGIO SALVATORIANO NOSSA SENHORA DE FATIMA;42001773;1;0;1;0;0;0;1;0;0;0;0;1;1378;50;-27.59184856,-48.58846994
Florianópolis;4205407;EEB EDITH GAMA RAMOS;42001781;1;0;1;0;0;0;1;0;0;0;0;0;594;35;-27.59980112,-48.59660941
Florianópolis;4205407;EEB PERO VAZ DE CAMINHA;42001790;1;0;1;0;0;0;1;0;0;0;0;0;377;28;-27.59155333,-48.59583667
Florianópolis;4205407;EEB ROSINHA CAMPOS;42001803;1;0;1;0;0;0;1;0;0;0;0;0;367;29;-27.60601313,-48.59144284
Florianópolis;4205407;EEB DAYSE WERNER SALLES;42001811;1;0;1;0;0;0;0;0;1;0;0;0;93;15;
Florianópolis;4205407;EBM ALMIRANTE CARVALHAL;42001820;1;0;1;0;0;0;1;0;0;0;0;1;478;24;-27.6069004,-48.5770876
Florianópolis;4205407;EEB JORNALISTA JAIRO CALLADO;42001838;1;0;1;0;0;0;1;0;0;0;0;0;421;24;-27.5885877,-48.5840021
Florianópolis;4205407;ASSOC PEDAGOGICA PRAIA DO RISO;42001846;1;0;1;0;0;0;1;0;0;0;0;1;251;23;-27.60821745,-48.57615609
Florianópolis;4205407;NEIM CELSO PAMPLONA;42001889;1;0;1;0;0;0;1;0;0;0;0;0;238;25;-27.5790278,-48.5963394
Florianópolis;4205407;EEB IRINEU BORNHAUSEN;42002052;1;0;1;0;0;0;1;0;0;0;0;1;526;36;-27.5829631,-48.586255
Florianópolis;4205407;EEB JOSE BOITEUX;42002060;1;0;1;0;0;0;1;0;0;0;0;0;538;39;-27.58967454,-48.57893469
Florianópolis;4205407;EEB ADERBAL RAMOS DA SILVA;42002079;1;0;1;0;0;0;1;0;0;0;0;0;751;64;-27.58158875,-48.58220276
Florianópolis;4205407;COLEGIO ANTONIO PEIXOTO;42002087;1;0;1;0;0;0;1;0;0;0;0;1;326;15;-27.57944,-48.58494
Florianópolis;4205407;EEB ROSA TORRES DE MIRANDA;42002117;1;0;1;0;0;0;1;0;0;0;0;0;558;29;-27.59342255,-48.57214468
Itajaí;4208203;INSTITUTO LAR DA JUVENTUDE DE ASSIST E ED PARQUE DOM BOSCO;42002150;1;0;1;0;0;0;1;0;0;0;0;1;;;-26.91734,-48.67072
Biguaçu;4202305;CEI MUN LAR FELIZ;42002184;1;0;1;0;0;0;0;0;0;1;0;0;122;18;-27.53108602,-48.6408512
Biguaçu;4202305;CEI MUN RECANTO FELIZ;42002230;1;0;1;0;0;0;1;1;0;0;0;0;273;22;-27.51797281,-48.6521569
Biguaçu;4202305;EEF TEOFILO TEODORO REGIS;42002257;2;0;1;0;0;0;0;1;0;0;0;0;103;13;-27.3696937,-48.7252896
Biguaçu;4202305;EEB JOAQUIM JOAO CARDOSO;42002265;1;0;1;0;0;0;1;0;0;0;0;0;159;8;-27.4868683,-48.6472217
Biguaçu;4202305;EEB PROF EMERITA DUARTE S E SOUZA;42002273;1;0;1;0;0;0;1;1;0;0;0;0;1102;66;-27.5125633,-48.65495312
Biguaçu;4202305;EEB PROF MARIA DE LOURDES SCHERER;42002281;1;0;1;0;0;0;1;0;0;0;0;0;102;7;-27.4709439,-48.6663574
Biguaçu;4202305;EEF AREIAS DE CIMA;42002320;1;0;1;0;0;0;1;0;0;0;0;1;95;7;-27.37810641,-48.63261326
Biguaçu;4202305;EEF SANTO ANTONIO;42002338;1;0;1;0;0;0;1;1;0;0;0;0;148;12;-27.39339375,-48.63228492
Biguaçu;4202305;GRUPO ESCOLAR MUNICIPAL CELIA LISBOA DOS SANTOS;42002419;1;0;1;0;0;0;1;0;0;0;0;1;148;9;-27.5020624,-48.66464774
Biguaçu;4202305;EEB PROFA TANIA MARA F E SILVA LOCKS;42002443;1;0;1;0;0;0;0;1;0;0;0;0;925;60;-27.53113726,-48.63780306
Biguaçu;4202305;EEM PROF MARIA DA GLORIA V DE FARIA;42002451;1;0;1;0;0;0;0;1;0;0;0;1;934;62;-27.4930989,-48.65435045
Biguaçu;4202305;EEB CONEGO RODOLFO MACHADO;42002460;1;0;1;0;0;0;1;1;0;0;0;1;568;37;-27.42195563,-48.62452243
Biguaçu;4202305;EBM PROFº DONATO ALIPIO DE CAMPOS;42002478;1;0;1;0;0;0;1;0;0;0;0;0;625;44;-27.51564126,-48.6462171
Governador Celso Ramos;4206009;CENTRO DE EDUCACAO INFANTIL SENHORA DOS NAVEGANTES;42002524;1;0;1;0;0;0;0;1;0;0;0;0;153;15;-27.31711106,-48.5612187
Governador Celso Ramos;4206009;ESC MUN PREF MIGUEL PEDRO DOS SANTOS;42002583;1;0;1;0;0;0;0;1;0;0;0;0;139;10;-27.36116497,-48.59674851
Governador Celso Ramos;4206009;EEB MUN PROFª ELVIRA SARDA DA SILVA;42002591;1;0;1;0;0;0;0;1;0;0;0;1;328;16;-27.3990945,-48.60209648
Governador Celso Ramos;4206009;ESC MUN PROFª ALAIDE DA SILVA MAFRA;42002605;1;0;1;0;0;0;0;1;0;0;0;0;399;20;-27.37929167,-48.61479833
Governador Celso Ramos;4206009;ESC MUN PROFª DALMA LUZ DE AZEVEDO;42002621;1;0;1;0;0;0;0;1;0;0;0;0;198;13;-27.31795005,-48.56235864
Governador Celso Ramos;4206009;ESC MUN PREF JOAO BALDANCA SOBRINHO;42002656;1;0;1;0;0;0;0;1;0;0;0;0;147;8;-27.33334,-48.54554167
Governador Celso Ramos;4206009;EEB DR ADERBAL RAMOS DA SILVA;42002672;1;0;1;0;0;0;0;1;0;0;0;0;356;27;-27.31048885,-48.55111117
Governador Celso Ramos;4206009;EEB PROF MARIA AMALIA CARDOSO;42002680;1;0;1;0;0;0;0;1;0;0;0;0;167;17;-27.3663748,-48.5584739
Governador Celso Ramos;4206009;EEB MUN ABEL CAPELLA;42002699;1;0;1;0;0;0;0;1;0;0;0;1;381;24;-27.31697941,-48.57308295
Biguaçu;4202305;EEB PREF AVELINO MULLER;42002729;1;0;1;0;0;0;1;1;0;0;0;1;532;33;-27.49241463,-48.6633356
Biguaçu;4202305;EEB PROF JOSE BRASILICIO;42002737;1;0;1;0;0;0;0;1;0;0;0;0;708;36;-27.49683943,-48.65461925
Biguaçu;4202305;EB MUN PROFº MANOEL ROLDAO DAS NEVES;42002770;1;0;1;0;0;0;1;0;0;0;0;1;392;24;-27.46309,-48.69802667
Biguaçu;4202305;EEB PROF ALEXANDRE SERGIO GODINHO;42002850;1;0;1;0;0;0;1;0;0;0;0;0;659;35;-27.51556959,-48.64526932
Biguaçu;4202305;EEB PROF ELOISA MARIA PRAZERES DE FARIA;42002869;1;0;1;0;0;0;1;1;0;0;0;0;1079;60;-27.50777162,-48.64106229
Antônio Carlos;4201208;CEIM CORACAO DE JESUS;42002877;1;0;1;0;0;0;0;1;0;0;0;1;298;17;-27.51745497,-48.76840669
Antônio Carlos;4201208;EEB ALTAMIRO GUIMARAES;42002893;1;0;1;0;0;0;1;0;0;0;0;0;1413;72;-27.5144595,-48.76335304
Antônio Carlos;4201208;NEM CONEGO DOUTOR RAULINO REITZ;42002907;1;0;1;0;0;0;0;1;0;0;0;1;105;8;-27.53665561,-48.85659277
Antônio Carlos;4201208;NEM PROFA VERONICA GUESSER PAULI;42002915;1;0;1;0;0;0;0;1;0;0;0;1;197;14;-27.48344565,-48.79696383
Antônio Carlos;4201208;CEIM PROFA XENIA GOEDERT KREMER;42003083;1;0;1;0;0;0;0;1;0;0;0;1;75;6;-27.51973804,-48.81525096
São José;4216602;CEI SANTO ANTONIO;42003105;1;0;1;0;0;0;0;1;0;0;0;1;276;19;-27.61742034,-48.64304345
São Pedro de Alcântara;4217253;CRECHE FREI ATICO;42003130;1;0;1;0;0;0;0;1;0;0;0;1;129;25;-27.5704062,-48.75493124
São Pedro de Alcântara;4217253;CRECHE PROFª LEONIDA V FRANCENER;42003172;1;0;1;0;0;0;0;1;0;0;0;1;118;24;-27.56769991,-48.80533065
São José;4216602;CENTRO EDUC TIA DOLORES;42003237;1;0;1;0;0;0;1;0;0;0;0;0;76;10;-27.59538,-48.60863
São José;4216602;EBM ALBERTINA KRUMMEL MACIEL;42003261;1;0;1;0;0;0;0;1;0;0;0;1;639;39;-27.62033852,-48.63877318
São José;4216602;EEB FRANCISCO TOLENTINO;42003270;1;0;1;0;0;0;1;1;0;0;0;1;809;46;-27.534255,-48.63764167
São Pedro de Alcântara;4217253;EEB GAMA ROSA;42003288;1;0;1;0;0;0;0;0;0;1;1;1;556;36;-27.567266,-48.8021696
São José;4216602;ESCOLA BASICA DOCILICIO VIEIRA DA LUZ;42003296;1;0;1;0;0;0;1;1;0;0;0;1;224;25;-27.5975853,-48.630559
São José;4216602;EEB JOSE MATIAS ZIMMERMANN;42003300;2;0;1;0;0;0;1;0;0;0;0;0;671;38;-27.59784863,-48.68287744
São Pedro de Alcântara;4217253;ER SANTA FILOMENA PROFº AUGUSTO SCHNITZLER;42003490;2;0;1;0;0;0;0;1;0;0;0;1;21;6;-27.5876931,-48.87569857
São José;4216602;EEB PROF JOAQUIM SANTIAGO;42003512;1;0;1;0;0;0;0;1;0;0;0;0;569;42;-27.5899319,-48.7096094
São José;4216602;EEB PROF MARIA JOSE B VIEIRA;42003520;1;0;1;0;0;0;1;1;0;0;0;0;765;43;-27.6040688,-48.6233871
São José;4216602;COLEGIO ALFA KOBRASOL EF E EM;42003555;1;0;1;0;0;0;1;0;0;0;0;0;236;19;-27.59144,-48.61595
São José;4216602;COLEGIO DOM JAIME JR;42003563;1;0;1;0;0;0;1;0;0;0;0;1;319;15;-27.5902352,-48.61415547
São José;4216602;COLEGIO FRANCISCO JOSE FERREIRA NETO;42003571;1;0;1;0;1;0;1;0;0;0;0;1;385;27;-27.60692167,-48.63799167
São José;4216602;COLEGIO REINO AZUL;42003598;1;0;1;0;0;0;1;0;0;0;0;1;518;25;
São José;4216602;CEI NOSSA SENHORA DAS GRACAS;42003601;1;0;1;0;0;0;1;1;0;0;0;1;235;14;-27.5726848,-48.621255
São José;4216602;CRECHE VINDE A MIM AS CRIANCINHAS;42003636;1;0;1;0;0;0;1;0;0;0;0;1;481;23;-27.56645246,-48.62688254
São José;4216602;CEI SANTA INES;42003644;1;0;1;0;0;0;1;1;0;0;0;1;244;14;-27.55453005,-48.62616468
São José;4216602;EDUCANDARIO SANTA CATARINA;42003652;1;0;1;0;0;0;0;1;0;0;0;1;403;26;-27.59858667,-48.62414833
São José;4216602;CRECHE NOSSA SENHORA DE LOURDES;42003695;1;0;1;0;0;0;1;0;0;0;0;1;107;6;-27.56745302,-48.61817648
São José;4216602;EEF DR HOMERO DE MIRANDA GOMES;42003709;1;0;1;0;0;0;1;0;0;0;0;0;421;26;-27.56843,-48.63298
São José;4216602;EEF PROF MARCILIA DE OLIVEIRA;42003717;1;0;1;0;0;0;0;0;1;0;0;1;759;39;-27.59708,-48.63977
São José;4216602;EEB NS DA CONCEICAO;42003725;1;0;1;0;0;0;1;0;0;0;0;1;962;67;-27.5971612,-48.6236131
São José;4216602;EBM PROFESSOR ALTINO CORSINO DA SILVA FLORES;42003733;1;0;1;0;0;0;1;0;0;0;0;1;427;40;-27.58614333,-48.60678
São José;4216602;EEB PROFA LAURITA DUTRA DE SOUZA;42003741;1;0;1;0;0;0;1;0;0;0;0;1;696;46;-27.60779,-48.64943
São José;4216602;EEB ALDO CAMARA DA SILVA;42003750;1;0;1;0;0;0;1;0;0;0;0;0;606;36;-27.580238,-48.6233516
São José;4216602;CEM RENASCER;42003768;1;0;1;0;0;0;1;1;0;0;0;1;472;38;-27.57067261,-48.64271451
São José;4216602;EEB VALDETE LUCI MARTINS PORTO;42003784;2;0;1;0;0;0;0;0;1;0;0;0;308;20;-27.5712611,-48.68710828
São José;4216602;EEF DE CALIFORNIA;42003792;2;0;1;0;0;0;1;1;0;0;0;0;88;10;-27.55142624,-48.69984447
São José;4216602;EEF POTECAS;42003806;1;0;1;0;0;0;1;1;0;0;0;1;267;13;-27.57137392,-48.65077244
São José;4216602;EEB WANDERLEY JUNIOR;42003814;1;0;1;0;0;0;1;1;0;0;0;0;1279;82;-27.56160591,-48.62033021
São José;4216602;EEB PRES JUSCELINO KUBITSCHEK;42003830;1;0;1;0;0;0;1;0;0;0;0;0;1383;72;-27.55515047,-48.62372352
São José;4216602;EEB PROF MARIA DO CARMO LOPES;42003849;1;0;1;0;0;0;1;0;0;0;0;1;917;54;-27.53555369,-48.63099082
São José;4216602;EEB PROF AMERICO VESPUCIO PRATES;42003857;1;0;1;0;0;0;1;0;0;0;0;0;357;25;-27.57725524,-48.61173266
São José;4216602;EEB PROF OSWALDO RODRIGUES CABRAL;42003865;1;0;1;0;0;0;1;0;0;0;0;1;656;43;-27.5726796,-48.62023769
